mean_amplitude,rms,peak_value,std_dev,dominant_frequency,spectral_entropy,zero_crossing_rate,kurtosis,skewness,leak_label,leak_size_mm
0.001576180362868135,0.11674718893925133,0.2690375207746215,0.11673654860702777,468.75,3.358123914547412,0.8509803921568627,-1.0761449275460846,0.12487266466309084,0.2mm,0.2
-0.007235936147502328,0.3091618700624637,0.6085467806307776,0.30907717988973066,19.53125,1.0604274791987063,0.07058823529411765,-1.2290707338377622,0.011061728490801571,2mm,2.0
-0.002613619510376572,0.12559187207858996,0.273125868506508,0.12556467387470047,468.75,3.5919890699970765,0.788235294117647,-1.0166875923424064,-0.05642765769607914,0.2mm,0.2
0.0026636640709668414,0.11490796718357783,0.27314831337154666,0.11487709003965604,472.65625,3.619320374785068,0.8666666666666667,-0.972831621605653,-0.021676080839290773,0.2mm,0.2
0.0012644934761104785,0.11250485999033497,0.24376520178256525,0.11249775365621194,468.75,3.4098604854962327,0.8823529411764706,-1.0751616174888607,-0.03750528475986347,0.2mm,0.2
0.000983108635928984,0.04049899379949603,0.1092003808343821,0.04048705961392578,195.3125,3.093125151680555,0.396078431372549,-0.6574216422930768,-0.17288752080124575,normal,0.0
0.0010811422173337398,0.04063333990487258,0.10238319798534692,0.04061895423728692,195.3125,2.8225876097028824,0.396078431372549,-0.7021294630520152,0.12129758531761328,normal,0.0
-0.004592289887845961,0.11599965205715462,0.263853003197038,0.11590871473261588,468.75,3.381441902931744,0.8549019607843137,-1.0160495787314474,0.11469563628551811,0.2mm,0.2
0.0014293500340495356,0.11854713458878223,0.2429032374330341,0.1185385172747281,468.75,3.492117191544305,0.8470588235294118,-1.034716871999716,0.052947198941161684,0.2mm,0.2
0.0025413402187267585,0.2982485065305526,0.6483381096093235,0.29823767910443133,19.53125,1.1226653801593436,0.09803921568627451,-1.2507475598365552,0.004095739409551872,2mm,2.0
-0.0015607509666750482,0.03986960598194495,0.11207520954302658,0.03983904538986299,195.3125,3.1082424557009967,0.39215686274509803,-0.8340509342227356,0.005508651091072697,normal,0.0
0.0016693612726367865,0.0395652360922975,0.09904172201069986,0.03953000303542439,195.3125,2.792962530756885,0.38823529411764707,-0.7861032294711952,-0.0225244968550768,normal,0.0
-0.0016133324030970474,0.29858193028586716,0.7063562053069705,0.29857757158197856,19.53125,1.2833053702940709,0.11764705882352941,-1.1942064299904467,0.006406577245506624,2mm,2.0
-0.0020300408799954596,0.04001485174083835,0.08848095435927787,0.03996332435955274,195.3125,3.3625929018952343,0.38823529411764707,-0.8829855574192602,0.05113492302784077,normal,0.0
-0.0019975452166441205,0.04130173280767246,0.10699528507449067,0.041253399205687644,195.3125,2.767543210138196,0.40784313725490196,-0.8130063138691122,0.13047082914975788,normal,0.0
-0.0047351762293883215,0.3001928707558298,0.6120283692135393,0.3001555226190299,19.53125,1.1254838499948163,0.08627450980392157,-1.2498193927701424,0.01989521191885955,2mm,2.0
0.005392179466576712,0.29413411217950963,0.6071350063239537,0.2940846822740494,19.53125,1.1806388365681644,0.043137254901960784,-1.098795536789236,-0.0632936734544964,2mm,2.0
-0.003901503985953918,0.11624532626285686,0.2683439215346404,0.11617983536141555,468.75,3.581124098398271,0.8823529411764706,-0.9681947538427744,-0.041776700820312436,0.2mm,0.2
-0.004148512570501018,0.2977381592880515,0.595170701017911,0.29770925638899687,19.53125,1.0912463818316853,0.10980392156862745,-1.2090285700824235,0.039778295709952644,2mm,2.0
0.003977417815756908,0.12165347974331069,0.29558307546596085,0.12158844221871996,472.65625,3.234738211941925,0.8431372549019608,-0.8898891458019991,-0.030438348742261576,0.2mm,0.2
-0.00023003408762656014,0.11847703738419779,0.2714629068005631,0.11847681406779612,468.75,3.4806832021261638,0.8862745098039215,-1.037967947277792,0.03447336935007237,0.2mm,0.2
-0.0016117550129845634,0.04182765879534347,0.09634774916009722,0.04179659419232377,195.3125,3.02829765292074,0.39215686274509803,-0.8353467984369574,0.13625902057109834,normal,0.0
-0.0021283397973137844,0.1157011615797554,0.30227463529477294,0.11568158436247247,468.75,3.5735417449425984,0.8823529411764706,-1.022832737284466,-0.007655229544832211,0.2mm,0.2
-0.005069367957154628,0.11143480072838215,0.2546375097283911,0.11131943371168043,468.75,3.6091660361697344,0.8745098039215686,-0.8652394762042444,0.039880044545304597,0.2mm,0.2
-0.006653018977102458,0.28963999001937485,0.6455079096160159,0.28956357014810047,19.53125,1.271260245276384,0.08627450980392157,-1.1467138065886147,0.04521423894043307,2mm,2.0
0.001545234067560253,0.04137064044296564,0.10166816501209795,0.04134177236570289,195.3125,3.244649436921443,0.396078431372549,-0.7582155442535163,0.06614681687653333,normal,0.0
0.000933753457921438,0.11847319456992432,0.30220129162591625,0.11846951479635157,472.65625,3.320416005764895,0.8901960784313725,-1.0134336101118793,0.0030662726573540368,0.2mm,0.2
-0.0035972638267321023,0.11790190259611462,0.23936752202459988,0.11784701238786066,468.75,3.4696798783517355,0.8666666666666667,-1.062694471842666,0.012992360960598156,0.2mm,0.2
-0.006072495483302669,0.30722198311019944,0.6390901840555335,0.307161963310513,19.53125,1.0931186599658642,0.09803921568627451,-1.1518089915096645,0.06498158286438903,2mm,2.0
-0.008787824249389488,0.3034024405994339,0.6574238946499549,0.3032751475255677,19.53125,1.0758529792778526,0.09411764705882353,-1.210774658339455,0.0021576619367996157,2mm,2.0
0.001076005044818741,0.04201782826345432,0.09755702550539241,0.042004048675343963,195.3125,2.924141892844844,0.396078431372549,-0.9329563105787617,0.09607576372491773,normal,0.0
-0.0023962306540371084,0.29737158837491434,0.5774829979561261,0.29736193376300224,19.53125,1.3391767079975003,0.08235294117647059,-1.1617254098577054,-0.046469310031996496,2mm,2.0
0.002597748731238577,0.11587563587313404,0.2847719725261547,0.11584651350184216,468.75,3.439300480460344,0.8705882352941177,-1.029672098117637,-0.011483412540815863,0.2mm,0.2
0.0005898921333048965,0.11726303698297834,0.28056629227926144,0.11726155324633224,468.75,3.4170897653025465,0.8980392156862745,-1.084326815604849,-0.049974224685481065,0.2mm,0.2
